Nombre;Tipo de evento;Fecha inicio evento;Lenguajes del evento;Nombre lugar;Municipio;Pais
Doctor Deseo;Concierto;14/07/2018;Espanyol;Zubiondo plaza;Amorebieta-Etxano;Espanya
ELE!! Lorca-Lauaxeta;Teatro;26/01/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Eleizetan 2018;Festivales (Gazteinformazioa);12/05/2018;Espanyol;;Amorebieta-Etxano;Espanya
Elkano Browning Cream;Concierto;22/11/2018;Espanyol;Zelaieta Zentroa;Amorebieta-Etxano;Espanya
Estrella;Actividad infantil;17/03/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Exposicion de obras del certamen de pintura Enrike Renteria;Exposicion;09/07/2018;Espanyol;Zelaieta Zentroa;Amorebieta-Etxano;Espanya
Exposicion de trabajos seleccionados en el II Concurso de Fotografia Uztargi Klik;Exposicion;04/05/2018;Espanyol;Zelaieta Zentroa;Amorebieta-Etxano;Espanya
Exposicion de Ttipia proiektua, de Loraldia Festibala;Exposicion;02/02/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Ez Dok Hiru. Euskal musikaren benetako istorioa;Teatro;11/05/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Fiestas de Etxano 2018;otros;14/08/2018;Espanyol;;Amorebieta-Etxano;Espanya
Fiestas del Karmen 2018 en Amorebieta-Etxano;otros;14/07/2018;Espanyol;;Amorebieta-Etxano;Espanya
Funes van;Teatro;14/08/2018;Euskera;;Amorebieta-Etxano;Espanya
Gran concierto de txistularis 2018 en Amorebieta-Etxano;Concierto;20/07/2018;Espanyol;Parque Zelaieta;Amorebieta-Etxano;Espanya
Guda Dantza + Itaca Band;Concierto;17/07/2018;Euskera;Zubiondo;Amorebieta-Etxano;Espanya
Haizetara 2018;Festivales (Gazteinformazioa);22/06/2018;Espanyol;;Amorebieta-Etxano;Espanya
Harpetarra;Actividad infantil;10/02/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Hesian + Batek Daki;Concierto;21/07/2018;Euskera;Ixerbekoa;Amorebieta-Etxano;Espanya
Hozkailua;Teatro;25/11/2018;Euskera;Aramaioko Kultur Etxea;Aramaio;Espanya
Ilona Schneider & David Caicedo;Concierto;18/05/2018;Espanyol;Ermita San Pedro de Boroa;Amorebieta-Etxano;Espanya
Inondik inora;Teatro;27/10/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Inun;Concierto;16/08/2018;Euskera;Andra Mari;Amorebieta-Etxano;Espanya
Inun;Concierto;16/08/2018;Euskera;;Amorebieta-Etxano;Espanya
Inun;Concierto;20/07/2018;Euskera;Zubiondo plaza;Amorebieta-Etxano;Espanya
Irrintziaren oihartzunak;Proyeccion audiovisual;09/01/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Joao Afonso: Terra da Fraternidade;Concierto;27/04/2018;Espanyol;Zelaieta Zentroa;Amorebieta-Etxano;Espanya
Julia Ist;Proyeccion audiovisual;13/02/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
K.o. Etiloko + Arkada Social;Concierto;10/03/2018;Espanyol;Parke Gorrian;Amorebieta-Etxano;Espanya
Ken Zazpi Ahotsez;Concierto;29/09/2018;Euskera;Fronton Zelaieta;Amorebieta-Etxano;Espanya
Kolore anitzak;Actividad infantil;31/12/2018;Euskera;Aramaioko Kultur Etxea;Aramaio;Espanya
Korterraza Araba 2018 (Aramaio);Proyeccion audiovisual;05/07/2018;Espanyol;Escaleras de la Iglesia San Martin;Aramaio;Espanya
Korterraza Araba 2018 (Aramaio);Proyeccion audiovisual;06/07/2018;Espanyol;Parque Banyera;Aramaio;Espanya
La panda de la selva;Proyeccion audiovisual;28/01/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Leo Da Vinci: Mona Lisa Misioa;Proyeccion audiovisual;28/04/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Linbo Planeta;Actividad infantil;03/02/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Lorca, la Correspondencia personal;Teatro;16/11/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Los Panchos;Concierto;15/07/2018;Espanyol;Zubiondo plaza;Amorebieta-Etxano;Espanya
Los ultimos visitantes;otros;28/12/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Lurrak-Herriak, exposicion de Bego Artabe;Exposicion;28/05/2018;Espanyol;Zelaieta Zentroa;Amorebieta-Etxano;Espanya
Lutaber Fest 2018;Concierto;27/10/2018;Euskera;Luis Urrengoetxea kalean;Amorebieta-Etxano;Espanya
Lyceum Club;Teatro;09/03/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Mangamore 2018 - Jornadas de Cultura Japonesa de Amorebieta-Etxano;Jornada;12/10/2018;Espanyol;Zelaieta Zentroa;Amorebieta-Etxano;Espanya
Mendi Tour 2018 (Amorebieta-Etxano);Proyeccion audiovisual;03/10/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Mulier;Danza;17/07/2018;Espanyol;Herriko plaza;Amorebieta-Etxano;Espanya
oihaneko kuadrilla;Actividad infantil;27/01/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
oin Handiren semea;Proyeccion audiovisual;24/03/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
osterabe + Bake Faltsua;Concierto;21/06/2018;Ingles;Ziztada-Burdin Hari;Amorebieta-Etxano;Espanya
Paddington 2;Actividad infantil;13/01/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Paisajes de la luz, exposicion de pintura de Jose Enrike Urrutia Kapeau;Exposicion;02/02/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Parabellum + Gatillazo;Concierto;10/11/2018;Espanyol;Zelaieta Parkea;Amorebieta-Etxano;Espanya
Pedalo;Proyeccion audiovisual;16/01/2018;Euskera / Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Pirritx, Porrotx eta Marimotots: Borobilean;Actividad infantil;09/02/2018;Euskera;Amorebieta IV Frontoia;Amorebieta-Etxano;Espanya
Programa de Carnavales 2018 en Amorebieta-Etxano;Exposicion;09/02/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Puro Relajo;Concierto;19/07/2018;Espanyol;Zubiondo plaza;Amorebieta-Etxano;Espanya
Quinteto Volosi;Concierto;12/05/2018;Espanyol;Iglesia Andra Mari de Etxano;Amorebieta-Etxano;Espanya
Ramper: vida y muerte de un payaso;Teatro;13/04/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Reincidentes + Wicked Wizzard;Concierto;15/07/2018;Espanyol;Ixerbekoa;Amorebieta-Etxano;Espanya
Ruper ordorika;Concierto;18/07/2018;Euskera;Zelaieta parkea;Amorebieta-Etxano;Espanya
Sagu eta Pagu;Actividad infantil;11/03/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Sastinyako Musika Festibala 2018;Concierto;07/09/2018;Espanyol;Sastinya;Aramaio;Espanya
Sefini;Teatro;19/07/2018;Espanyol;Gernika plaza;Amorebieta-Etxano;Espanya
Semana de la Musica en Aramaio 2018;Festivales (Gazteinformazioa);28/05/2018;Espanyol;Aramaioko Kultur Etxea;Aramaio;Espanya
The disaster artist;Proyeccion audiovisual;06/02/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Tierra firme;Proyeccion audiovisual;20/02/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Trio orion (Musikene);Concierto;19/05/2018;Espanyol;Ermita San Isidro de Garitondo;Amorebieta-Etxano;Espanya
Tritzak;Concierto;18/01/2018;Euskera;Zelaieta Zentroa;Amorebieta-Etxano;Espanya
Txarriboda;Teatro;20/04/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Ufadak;Danza;26/10/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Ulisesen bidaia;Actividad infantil;04/05/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Una mujer fantastica;Proyeccion audiovisual;09/10/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
V Concurso de Maquetas de Amorebieta-Etxano;Concurso;22/01/2018;Espanyol;;Amorebieta-Etxano;Espanya
Wenses y Lala;Teatro;05/10/2018;Espanyol;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Xabier de Felipe & Arrate Monasterio;Concierto;26/05/2018;Espanyol;Ermita San Miguel de Dudea;Amorebieta-Etxano;Espanya
Ze Esatek!;Concierto;22/07/2018;Euskera;Zubiondo;Amorebieta-Etxano;Espanya
Zea Mays;Concierto;20/07/2018;Euskera;Ixerbekoa;Amorebieta-Etxano;Espanya
Zinegabonak 2018: Albert;Actividad infantil;29/12/2018;Euskera;Zornotza Zinemak;Amorebieta-Etxano;Espanya
Zinegabonak 2018: Axel heroi txikia;Actividad infantil;30/12/2018;Euskera;Zornotza Zinemak;Amorebieta-Etxano;Espanya
Zinegabonak 2018: Taller de Stop Motion (Zornotza);Actividad infantil;26/12/2018;Euskera;Zornotza zinemak;Amorebieta-Etxano;Espanya
Zinegoak 2018: Extension (Aramaio);Proyeccion audiovisual;24/03/2018;Espanyol;Aramaioko Kultur Etxea;Aramaio;Espanya
Zubiaur Musika Eskola: Concierto navidenyo;Concierto;21/12/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Zugan NI 2018;Teatro;13/05/2018;Euskera;Zornotza Aretoa;Amorebieta-Etxano;Espanya
Bertso-jaialdia: Amets Arzallus + Sustrai Colina + Benyat Gaztelumendi + Jexux Mari Irazu Munyoa;Bertsolarismo;15/08/2018;Euskera;;Albiztur;Espanya
Bertso-poteoa: Manex Agirre + Izar Mendiguren;Bertsolarismo;12/05/2018;Euskera;Frontoitik abiatuta;Artziniega;Espanya
Ciclo de Musica Clasica de Alava 2018;Festivales (Gazteinformazioa);03/08/2018;Espanyol;Artziniega, Campezo, Laguardia, Tuesta y olano;Artziniega;Espanya
Ciclo de Musica Clasica de Alava 2018: Duo Pikulski-Vergara;Festivales (Gazteinformazioa);03/08/2018;Espanyol;Iglesia de Nuestra Senyora de la Asuncion;Artziniega;Espanya
Ciclo de Musica Clasica de Alava 2018: La Guirlande;Festivales (Gazteinformazioa);16/08/2018;Espanyol;Iglesia de Nuestra Senyora de la Asuncion;Artziniega;Espanya
Exposicion de esculturas de Esteban Kerexeta;Exposicion;07/07/2018;Espanyol;Museo Etnografico de Artziniega;Artziniega;Espanya
Exposicion fotografica Artziniega, su patrimonio;Exposicion;07/07/2018;Espanyol;Ayuntamiento Viejo;Artziniega;Espanya
Fiestas de Amoroto 2018;Concierto;04/07/2018;Euskera;Plazan;Amoroto;Espanya
Gozategi + DJ Bull;Concierto;04/07/2018;Euskera;;Amoroto;Espanya
Kale gorrian;Teatro;11/08/2018;Euskera;Goiko Plaza;Artziniega;Espanya
Korterraza Araba 2018;Festivales (Gazteinformazioa);29/06/2018;Espanyol;Diferentes pueblos de Alava;Artziniega;Espanya
Korterraza Araba 2018 (Artziniega);Proyeccion audiovisual;29/06/2018;Espanyol;Plaza Artekale;Artziniega;Espanya
Leticia Vergara + Maciej Pikulski;Concierto;03/08/2018;Espanyol;Iglesia Nuestra Senyora de la Asuncion;Artziniega;Espanya
SuTaGar + Governors + oST;Concierto;06/07/2018;Espanyol;Frontoia;Amoroto;Espanya
Bertso jaialdia: Mikel Artola, Ander Goikoetxea, Benyat Iguaran, Imanol Irazustabarrena, Iker Iriarte Iribar, Unai Mendizabal;Bertsolarismo;14/12/2018;Euskera;;Alegia;Espanya
Bertso jaialdia: Txomin Azpiroz, Benyat Iguaran, Imanol Irazustabarrena, Haritz Mujika;Bertsolarismo;15/09/2018;Euskera;;Alegia;Espanya
Bertso saioa;Bertsolarismo;15/09/2018;Euskera;;Alegia;Espanya
Bertso sariketa: Mikel Artola + Ander Goikoetxea + Benyat Iguaran + Imanol Irazustabarrena + Iker Iriarte Iribar + Unai Mendizabal;Bertsolarismo;14/12/2018;Euskera;Gaztetxea;Alegia;Espanya
Bertso-poteo con motivo del aniversario del Gaztetxe;Bertsolarismo;15/12/2018;Euskera;;Alegia;Espanya
Bertso-saioa Emakumeenganako Indarkeriaren Aurkako Nazioarteko Eguna dela eta;Bertsolarismo;25/11/2018;Euskera;;Alegia;Espanya
Bertso-saioa: Alegiako Gaztetxearen 30. urteurrena;Bertsolarismo;23/02/2018;Euskera;Gaztetxea;Alegia;Espanya
Bertso-saioa: Erniarraitz Bertsozale Elkartea + Harituz Bertsozale Elkartea;Bertsolarismo;28/12/2018;Euskera;Itxurre Elkartea;Alegia;Espanya
Bertso-saioa: Uxue Alberdi + Amets Arzallus + Sustrai Colina + Benyat Iguaran + Iker Zubeldia;Bertsolarismo;13/07/2018;Euskera;Zinea;Alegia;Espanya
Cuenta cuentos: Eneko Haritza;Teatro;15/03/2018;Euskera;Liburutegia;Alegia;Espanya
Cuentacuentos: Grupo Baleube;Actividad infantil;20/12/2018;Espanyol;Biblioteca de Alegia;Alegia;Espanya
Erradikalak gara;Bertsolarismo;08/03/2018;Euskera;Elizpe Zinea;Alegia;Espanya
Exposicion sobre Rusia;Exposicion;05/03/2018;Espanyol;Casa de cultura;Alegia;Espanya
Fiestas de Alegia 2018;otros;13/07/2018;Espanyol;;Alegia;Espanya
FreshCool;Danza;15/07/2018;Euskera;;Alegia;Espanya
Hozkailua;Teatro;09/11/2018;Euskera;Elizpe;Alegia;Espanya
Petresku etzi ez etsi bertso-antzerkia;Bertsolarismo;13/04/2018;Euskera;Elizpe Zinea;Alegia;Espanya
Proyeccion del documental Zortzi Yukon;Proyeccion audiovisual;11/05/2018;Espanyol;Sala de cine Elizpe;Alegia;Espanya
Psycho-Clown;Teatro;14/07/2018;Espanyol;;Alegia;Espanya
Revolta Permanent + Bourbon Kings;Concierto;30/11/2018;Espanyol;Gaztetxea;Alegia;Espanya
Sardina Freskue!;Actividad infantil;16/07/2018;Euskera;Plaza;Alegia;Espanya
Bertso jaialdia: Andoni Eganya + Sebastian Lizaso + Maialen Lujanbio + Aitor Mendiluze + Unai Mendizabal + Anjel Mari Penyagarikano;Bertsolarismo;09/09/2018;Euskera;Eliza;Alkiza;Espanya
Bertso-saioa: Ander Elortegi + Xabat Galletebeitia;Bertsolarismo;24/11/2018;Euskera;Herriko Taberna;Arantzazu;Espanya
Encuentro de ilustradores Natura, Gizakia eta Artea;Jornada;26/05/2018;Espanyol;;Alkiza;Espanya
Hesian + Trikizio;Concierto;29/06/2018;Euskera;Plaza;Arantzazu;Espanya
Korterraza Araba 2018 (Arminyon);Proyeccion audiovisual;06/07/2018;Espanyol;Centro social;Arminyon;Espanya
Korterraza Araba 2018 (Estavillo);Proyeccion audiovisual;30/06/2018;Espanyol;Plaza iglesia  (Estavillo);Arminyon;Espanya
SK Efimeros: Corrientes;Proyeccion audiovisual;01/09/2018;Euskera;Espacio Ur Mara;Alkiza;Espanya
Slow Art Day 2018: actividades en el museo Ur mara;otros;14/04/2018;Espanyol;Espacio Ur Mara;Alkiza;Espanya
Bakean dagoenari, bakean utzi (Pre-estreno);Bertsolarismo;02/02/2018;Euskera;Batzarremuino;Altzo;Espanya
Bertso jaialdia: Sustrai Colina + Andoni Eganya + oihana Iguaran + Maialen Lujanbio + Aitor Mendiluze + Haritz Mujika;Bertsolarismo;31/07/2018;Euskera;Pilotalekua;Altzo;Espanya
Bertso-afaria: Alaia Martin + Iker Zubeldia;Bertsolarismo;05/05/2018;Euskera;Elordi Elkartea;Altzo;Espanya
Bertso-saio literarioa: Maddalen Arzallus + Jon Martin;Bertsolarismo;19/01/2018;Euskera;Udaletxeko aretoa;Munitibar-Arbatzegi Gerrikaitz;Espanya
Bertso-saioa: Amaia Agirre + Sebastian Lizaso;Bertsolarismo;11/11/2018;Euskera;;Altzo;Espanya
Bertso-saioa: Mikel Artola + Anjel Mari Penyagarikano;Bertsolarismo;28/07/2018;Euskera;Plaza inguruan;Altzo;Espanya
Neretik bertso-emanaldi berezia: Andoni Eganya + Jon ostolaza;Bertsolarismo;21/12/2018;Euskera;Batzarremunyo Kulturgunea;Altzo;Espanya
Arratzua-Ubarrundiako Euskaraz Bizi Eguna 2018;otros;16/06/2018;Euskera;Zurbano;Arratzua-Ubarrundia;Espanya
B3 Dixieland;Concierto;15/09/2018;Espanyol;Plaza. Zurbano;Arratzua-Ubarrundia;Espanya
Bertso afaria: Bixente Gorostidi + Unai Mendizabal;Bertsolarismo;02/06/2018;Euskera;Ugarte auzoa. Amuarrain elkartea;Amezketa;Espanya
Bertso ekitaldi berezia: Amaia Agirre + Bixente Gorostidi;Bertsolarismo;06/11/2018;Euskera;Kultur Etxea;Amezketa;Espanya
Bertso jaialdia: Unai Agirre Goia + Bixente Gorostidi + Aimar Karrika + Maialen Lujanbio + Unai Mendizabal + Anjel Mari Penyagarikano;Bertsolarismo;24/08/2018;Euskera;Altuna Anaiak pilotalekua;Amezketa;Espanya
Bertso-saioa: Agin Laburu + Aitor Sarriegi;Bertsolarismo;05/10/2018;Euskera;Ugarte auzoa;Amezketa;Espanya
Bertso-saioa: Bixente Gorostidi + Anjel Mari Penyagarikano;Bertsolarismo;11/11/2018;Euskera;Beartzana Jatetxea;Amezketa;Espanya
Etxe eta Iban Gurrutxaga;Concierto;16/11/2018;Euskera;Kultur Etxea;Amezketa;Espanya
Fiestas de San Bartolome 2018, en Amezketa;otros;23/08/2018;Espanyol;;Amezketa;Espanya
Fiestas de Zurbano 2018;otros;30/08/2018;Espanyol;;Arratzua-Ubarrundia;Espanya
Korterraza Araba 2018 (Zurbano);Proyeccion audiovisual;20/07/2018;Espanyol;Plaza (Zurbano);Arratzua-Ubarrundia;Espanya
7ak bat. Gaiztoetan gaiztoenak;Teatro;14/12/2018;Euskera;Centro Cultural Bastero;Andoain;Espanya
Amico on the beach;Teatro;11/08/2018;Espanyol;Plaza del Pueblo (Aiara);Asparrena;Espanya
Andoaingo Rock Jaialdia 2018;Festivales (Gazteinformazioa);16/06/2018;Espanyol;;Andoain;Espanya
Arabako Bertso Kuadrillarteko Txapelketa: Txandrio (Arabar Errioxa) vs Aramaixoko sobrak (1ª semifinal);Bertsolarismo;17/02/2018;Euskera;Araiako Gaztetxea;Asparrena;Espanya
Artxipielagoa;Concierto;20/04/2018;Euskera;Centro Cultural Bastero;Andoain;Espanya
Babo Royal;Teatro;11/08/2018;Espanyol;Herriko Erdialdea (Araia);Asparrena;Espanya
Barro rojo;Teatro;12/01/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Benditas;Teatro;13/08/2018;Espanyol;Casa de Cultura de Araia;Asparrena;Espanya
Benditas;Teatro;15/08/2018;Espanyol;Casa de Cultura de Araia;Asparrena;Espanya
Bertso jaialdia: Amaia Agirre + Jexux Mari Irazu Munyoa + Aitor Mendiluze + Haritz Mujika;Bertsolarismo;31/10/2018;Euskera;Goiburu auzoa;Andoain;Espanya
Bertso jaialdia: Amets Arzallus + Sustrai Colina + Igor Elortza + oihana Iguaran + Maialen Lujanbio + Aitor Mendiluze;Bertsolarismo;24/06/2018;Euskera;;Andoain;Espanya
Bertso jaialdia: Amets Arzallus + Sustrai Colina + Jon Maia + Alaia Martin + Aitor Mendiluze;Bertsolarismo;11/10/2018;Euskera;Centro Cultural Bastero;Andoain;Espanya
Bertso jasa, bat-bateko jolasa ikuskizuna: oskar Estanga + Alazne Untxalo;Actividad infantil;26/12/2018;Euskera;La Bizkaia aterpetxea;Aibar/oibar;Espanya
Bertso saioa: Ion Beloki + Aitor Mendiluze;Bertsolarismo;16/08/2018;Euskera;Buruntza auzoa;Andoain;Espanya
Bertso-bazkaria: Benyat Gaztelumendi + Aitor Mendiluze;Bertsolarismo;11/03/2018;Euskera;;Andoain;Espanya
Bertso-poteoa;Bertsolarismo;22/12/2018;Euskera;;Andoain;Espanya
Bertso-saioa: Sebastian Lizaso + Aitor Mendiluze;Bertsolarismo;01/12/2018;Euskera;Santa Kruz elkartea;Andoain;Espanya
Bertso-saioa: Unai Agirre Goia + Sustrai Colina + Benyat Gaztelumendi + oihana Iguaran + Aitor Mendiluze + Unai Munyoa;Bertsolarismo;25/03/2018;Euskera;Centro Cultural Bastero - (Gaztetxea);Andoain;Espanya
Burbuja;Actividad infantil;18/11/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Canta cucu;Exposicion;05/10/2018;Euskera;Centro Cultural Bastero;Andoain;Espanya
Chef Nature;Actividad infantil;12/08/2018;Espanyol;Herriko plaza (Araia);Asparrena;Espanya
Ciclo de Grado Superior: Iluminacion, captacion y tratamiento de la imagen - Escivi;Curso-taller;10/09/2018;Espanyol;Escivi Escuela de Cine y Video;Andoain;Espanya
Ciclo de Grado Superior: Produccion de Proyectos Audiovisuales y Espectaculos - Escivi;Curso-taller;10/09/2018;Espanyol;Escivi Escuela de Cine y Video;Andoain;Espanya
Ciclo de Grado Superior: Realizacion de Proyectos Audiovisuales y Espectaculos - Escivi;Curso-taller;10/09/2018;Espanyol;Escivi Escuela de Cine y Video;Andoain;Espanya
Ciclo de Grado Superior: Sonido para Audiovisuales y Espectaculos - Escivi;Curso-taller;10/09/2018;Espanyol;Escivi Escuela de Cine y Video;Andoain;Espanya
Compagnia Baccalà: PSS PSS;Teatro;11/08/2018;Espanyol;Festival de Teatro de Humor de Araia - (PoLIDEPoRTIVo ARRAZPI BERRI PoLIKIRoLDEGIA);Asparrena;Espanya
Concierto de organo y txistu;Concierto;24/11/2018;Euskera;Parroquia San Martin de Tours;Andoain;Espanya
Concierto homenaje a Alberto Agirre Abesbatza;Concierto;25/11/2018;Euskera;Centro Cultural Bastero;Andoain;Espanya
Conferencia de Agnès Pe: Pop marron no-letal. Armas sonicas: historia, contextos y somatica;Conferencia;09/10/2018;Espanyol;;Andoain;Espanya
Consequències;Teatro;22/09/2018;Espanyol;Goikoplaza;Andoain;Espanya
Cruzadas;Teatro;28/09/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
David Guapo: #quenonosfrunjanlafiesta2;Teatro;02/06/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Deabru Beltzak: Les Tambours de Feu;Teatro;25/06/2018;Espanyol;Goikoplaza;Andoain;Espanya
Doctor Deseo + Dukkha Taldea;Concierto;23/06/2018;Espanyol;Nafarroa plaza;Andoain;Espanya
Dublindarrak;Teatro;05/10/2018;Euskera;Centro Cultural Bastero;Andoain;Espanya
El extranyo;Danza;22/03/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
El punto de la i;Teatro;26/12/2018;Espanyol;Bastero Kulturgunea;Andoain;Espanya
Elliott Murphy & olivier Durand;Concierto;26/01/2018;Ingles;Centro Cultural Bastero;Andoain;Espanya
Ensamble Moxos;Concierto;21/06/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Entredos;Teatro;28/12/2018;Espanyol;Bastero Kulturgunea;Andoain;Espanya
Eratu + Ze Esatek!;Concierto;30/06/2018;Euskera;Araiako Herriko Plazan;Asparrena;Espanya
Ergela;Teatro;16/02/2018;Euskera;Centro Cultural Bastero;Andoain;Espanya
Errementari;Proyeccion audiovisual;03/03/2018;Euskera;Centro Cultural Bastero;Andoain;Espanya
Esku harriak: oteizaren (h)aria;Danza;29/09/2018;Euskera;Goikoplaza;Andoain;Espanya
Esto no me lo esperaba;Teatro;23/03/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Estrella;Actividad infantil;11/03/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Euria (Lluvia);Actividad infantil;16/12/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Euskaraldia: el euskara en Andoain, la cuerda que no se ha roto;Exposicion;14/09/2018;Euskera;Centro Cultural Bastero;Andoain;Espanya
Exposicion del fondo fotografico Truchuelo;Exposicion;23/11/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Faemino y Cansado: Quien tuvo, retuvo;Teatro;13/08/2018;Espanyol;Polideportivo Arrazpi Berri (Araia);Asparrena;Espanya
Faroese Clarinet Choir & Faroese Saxophone Choir;Concierto;10/08/2018;Espanyol;Bastero plaza;Andoain;Espanya
Festamentua;Danza;22/06/2018;Espanyol;Goikoplaza;Andoain;Espanya
Festival de Piano de Andoain 2018;Festivales (Gazteinformazioa);24/02/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Festival de Teatro de Humor de Araia-Asparrena 2018;Festivales (Gazteinformazioa);11/08/2018;Espanyol;;Asparrena;Espanya
Festival de Teatro de Humor de Araia-Asparrena 2018: Programa emergentes;Festivales (Gazteinformazioa);27/07/2018;Espanyol;Cine Andra Mari Aretoa;Asparrena;Espanya
Fiestas de San Juan 2018 de Andoain;otros;22/06/2018;Espanyol;;Andoain;Espanya
Gatillazo + Skakeitan;Concierto;22/06/2018;Espanyol;Nafarroa plaza;Andoain;Espanya
Giltzadun etxea;Teatro;09/03/2018;Euskera;Centro Cultural Bastero;Andoain;Espanya
Growing young;Danza;14/09/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Harriak 2018 (Eremuak);Exposicion;10/10/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Harriak 2018: Kuku kanta (Eremuak);Exposicion;05/10/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Hesian + Ingo al Deu?;Concierto;20/08/2018;Euskera;Plaza;Arrankudiaga;Espanya
Hormek Diote on Stage;Danza;16/03/2018;Espanyol;Centro Cultural Bastero;Andoain;Espanya
Horra-horra;Concierto;23/12/2018;Euskera;Centro Cultural Bastero;Andoain;Espanya
